policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text
P1256,District Primary Education Reform 1,Vocational,Delhi,2018,All,Implemented,12.34,"Ministry of Education, Local NGOs",0.215,This policy aims to improve digital access in Vocational through public-private partnerships in Delhi.,Increase reach by 32% in 4 years.,This policy aims to improve digital access in Vocational through public-private partnerships in Delhi. Goals: Increase reach by 32% in 4 years.
P1257,State Vocational Education Reform 50,Primary,Karnataka,2023,Teachers,Under Review,4.51,"EdTech Companies, Universities",0.27,This policy aims to improve vocational skills in Primary through grants to schools in Karnataka.,Increase reach by 20% in 2 years.,This policy aims to improve vocational skills in Primary through grants to schools in Karnataka. Goals: Increase reach by 20% in 2 years.
P1258,District Higher Education Education Reform 40,Secondary,Maharashtra,2021,Women,Under Review,5.98,"Ministry of Education, Local NGOs",0.365,This policy aims to improve teacher quality in Secondary through curriculum reform in Maharashtra.,Increase reach by 38% in 5 years.,This policy aims to improve teacher quality in Secondary through curriculum reform in Maharashtra. Goals: Increase reach by 38% in 5 years.
P1259,District Higher Education Education Reform 56,Secondary,Kerala,2022,Rural Students,Implemented,19.22,"Central Government, Donors",0.117,This policy aims to improve infrastructure in Secondary through public-private partnerships in Kerala.,Increase reach by 13% in 2 years.,This policy aims to improve infrastructure in Secondary through public-private partnerships in Kerala. Goals: Increase reach by 13% in 2 years.
P1260,District Primary Education Reform 76,Early Childhood,Tamil Nadu,2016,Rural Students,Proposed,0.45,"Teachers' Unions, Community Leaders",0.786,This policy aims to improve early childhood development in Early Childhood through grants to schools in Tamil Nadu.,Increase reach by 8% in 1 years.,This policy aims to improve early childhood development in Early Childhood through grants to schools in Tamil Nadu. Goals: Increase reach by 8% in 1 years.
P1261,District Primary Education Reform 7,Primary,West Bengal,2022,Urban Students,Proposed,57.95,"State Education Department, Private Partners",0.283,This policy aims to improve vocational skills in Primary through public-private partnerships in West Bengal.,Increase reach by 5% in 3 years.,This policy aims to improve vocational skills in Primary through public-private partnerships in West Bengal. Goals: Increase reach by 5% in 3 years.
P1262,State Primary Education Reform 85,Early Childhood,Delhi,2024,Women,Implemented,0.43,"Ministry of Education, Local NGOs",0.555,This policy aims to improve early childhood development in Early Childhood through grants to schools in Delhi.,Increase reach by 23% in 1 years.,This policy aims to improve early childhood development in Early Childhood through grants to schools in Delhi. Goals: Increase reach by 23% in 1 years.
P1263,National Vocational Education Reform 26,Early Childhood,Uttar Pradesh,2019,All,Implemented,76.27,"Teachers' Unions, Community Leaders",0.243,This policy aims to improve early childhood development in Early Childhood through curriculum reform in Uttar Pradesh.,Increase reach by 18% in 4 years.,This policy aims to improve early childhood development in Early Childhood through curriculum reform in Uttar Pradesh. Goals: Increase reach by 18% in 4 years.
P1264,State Secondary Education Reform 1,Primary,Maharashtra,2016,All,Pilot,19.24,"EdTech Companies, Universities",0.167,This policy aims to improve vocational skills in Primary through grants to schools in Maharashtra.,Increase reach by 21% in 2 years.,This policy aims to improve vocational skills in Primary through grants to schools in Maharashtra. Goals: Increase reach by 21% in 2 years.
P1265,State Higher Education Education Reform 34,Vocational,Karnataka,2016,All,Implemented,4.34,"Teachers' Unions, Community Leaders",0.813,This policy aims to improve teacher quality in Vocational through curriculum reform in Karnataka.,Increase reach by 12% in 1 years.,This policy aims to improve teacher quality in Vocational through curriculum reform in Karnataka. Goals: Increase reach by 12% in 1 years.
P1266,National Primary Education Reform 18,Secondary,Kerala,2020,Urban Students,Under Review,2.18,"Teachers' Unions, Community Leaders",0.263,This policy aims to improve digital access in Secondary through curriculum reform in Kerala.,Increase reach by 34% in 3 years.,This policy aims to improve digital access in Secondary through curriculum reform in Kerala. Goals: Increase reach by 34% in 3 years.
P1267,State Vocational Education Reform 54,Secondary,Maharashtra,2017,Disadvantaged Groups,Proposed,6.56,"EdTech Companies, Universities",0.53,This policy aims to improve early childhood development in Secondary through public-private partnerships in Maharashtra.,Increase reach by 33% in 2 years.,This policy aims to improve early childhood development in Secondary through public-private partnerships in Maharashtra. Goals: Increase reach by 33% in 2 years.
P1268,District Vocational Education Reform 46,Early Childhood,Karnataka,2025,All,Implemented,0.47,"Ministry of Education, Local NGOs",0.89,This policy aims to improve digital access in Early Childhood through grants to schools in Karnataka.,Increase reach by 9% in 3 years.,This policy aims to improve digital access in Early Childhood through grants to schools in Karnataka. Goals: Increase reach by 9% in 3 years.
P1269,District Higher Education Education Reform 2,Early Childhood,Punjab,2024,Teachers,Under Review,2.45,"State Education Department, Private Partners",0.529,This policy aims to improve vocational skills in Early Childhood through public-private partnerships in Punjab.,Increase reach by 29% in 2 years.,This policy aims to improve vocational skills in Early Childhood through public-private partnerships in Punjab. Goals: Increase reach by 29% in 2 years.
P1270,District Early Childhood Education Reform 7,Primary,Tamil Nadu,2023,All,Pilot,0.45,"Ministry of Education, Local NGOs",0.769,This policy aims to improve teacher quality in Primary through teacher training programs in Tamil Nadu.,Increase reach by 26% in 3 years.,This policy aims to improve teacher quality in Primary through teacher training programs in Tamil Nadu. Goals: Increase reach by 26% in 3 years.
P1271,National Early Childhood Education Reform 29,Early Childhood,West Bengal,2021,All,Implemented,2.57,"EdTech Companies, Universities",0.499,This policy aims to improve digital access in Early Childhood through curriculum reform in West Bengal.,Increase reach by 25% in 1 years.,This policy aims to improve digital access in Early Childhood through curriculum reform in West Bengal. Goals: Increase reach by 25% in 1 years.
P1272,State Primary Education Reform 14,Vocational,West Bengal,2015,Women,Proposed,4.06,"EdTech Companies, Universities",0.667,This policy aims to improve early childhood development in Vocational through scholarship schemes in West Bengal.,Increase reach by 18% in 4 years.,This policy aims to improve early childhood development in Vocational through scholarship schemes in West Bengal. Goals: Increase reach by 18% in 4 years.
P1273,State Higher Education Education Reform 7,Secondary,Gujarat,2020,Women,Pilot,77.27,"Ministry of Education, Local NGOs",0.187,This policy aims to improve vocational skills in Secondary through teacher training programs in Gujarat.,Increase reach by 5% in 3 years.,This policy aims to improve vocational skills in Secondary through teacher training programs in Gujarat. Goals: Increase reach by 5% in 3 years.
P1274,State Higher Education Education Reform 71,Early Childhood,Kerala,2016,Students,Implemented,0.16,"Central Government, Donors",0.195,This policy aims to improve early childhood development in Early Childhood through teacher training programs in Kerala.,Increase reach by 17% in 1 years.,This policy aims to improve early childhood development in Early Childhood through teacher training programs in Kerala. Goals: Increase reach by 17% in 1 years.
P1275,State Secondary Education Reform 59,Secondary,Kerala,2016,All,Pilot,4.67,"EdTech Companies, Universities",0.21,This policy aims to improve digital access in Secondary through curriculum reform in Kerala.,Increase reach by 37% in 2 years.,This policy aims to improve digital access in Secondary through curriculum reform in Kerala. Goals: Increase reach by 37% in 2 years.
P1276,State Primary Education Reform 68,Primary,Rajasthan,2021,All,Pilot,15.38,"State Education Department, Private Partners",0.75,This policy aims to improve infrastructure in Primary through grants to schools in Rajasthan.,Increase reach by 29% in 5 years.,This policy aims to improve infrastructure in Primary through grants to schools in Rajasthan. Goals: Increase reach by 29% in 5 years.
P1277,District Higher Education Education Reform 65,Vocational,West Bengal,2024,Disadvantaged Groups,Implemented,51.83,"Teachers' Unions, Community Leaders",0.964,This policy aims to improve digital access in Vocational through teacher training programs in West Bengal.,Increase reach by 13% in 4 years.,This policy aims to improve digital access in Vocational through teacher training programs in West Bengal. Goals: Increase reach by 13% in 4 years.
P1278,District Early Childhood Education Reform 39,Early Childhood,Kerala,2023,Disadvantaged Groups,Implemented,8.15,"Teachers' Unions, Community Leaders",0.711,This policy aims to improve vocational skills in Early Childhood through teacher training programs in Kerala.,Increase reach by 16% in 5 years.,This policy aims to improve vocational skills in Early Childhood through teacher training programs in Kerala. Goals: Increase reach by 16% in 5 years.
P1279,District Higher Education Education Reform 91,Primary,Kerala,2023,Urban Students,Pilot,90.2,"Central Government, Donors",0.819,This policy aims to improve early childhood development in Primary through grants to schools in Kerala.,Increase reach by 6% in 4 years.,This policy aims to improve early childhood development in Primary through grants to schools in Kerala. Goals: Increase reach by 6% in 4 years.
P1280,National Primary Education Reform 86,Primary,Uttar Pradesh,2019,All,Implemented,74.67,"State Education Department, Private Partners",0.847,This policy aims to improve vocational skills in Primary through digital device distribution in Uttar Pradesh.,Increase reach by 18% in 5 years.,This policy aims to improve vocational skills in Primary through digital device distribution in Uttar Pradesh. Goals: Increase reach by 18% in 5 years.
P1281,National Higher Education Education Reform 58,Primary,Punjab,2025,Disadvantaged Groups,Implemented,0.2,"Teachers' Unions, Community Leaders",0.717,This policy aims to improve learning outcomes in Primary through curriculum reform in Punjab.,Increase reach by 29% in 4 years.,This policy aims to improve learning outcomes in Primary through curriculum reform in Punjab. Goals: Increase reach by 29% in 4 years.
P1282,District Higher Education Education Reform 71,Primary,Karnataka,2019,Teachers,Pilot,18.67,"Teachers' Unions, Community Leaders",0.772,This policy aims to improve early childhood development in Primary through public-private partnerships in Karnataka.,Increase reach by 17% in 2 years.,This policy aims to improve early childhood development in Primary through public-private partnerships in Karnataka. Goals: Increase reach by 17% in 2 years.
P1283,State Vocational Education Reform 23,Primary,Tamil Nadu,2017,Disadvantaged Groups,Proposed,0.12,"Teachers' Unions, Community Leaders",0.595,This policy aims to improve infrastructure in Primary through teacher training programs in Tamil Nadu.,Increase reach by 21% in 1 years.,This policy aims to improve infrastructure in Primary through teacher training programs in Tamil Nadu. Goals: Increase reach by 21% in 1 years.
P1284,State Vocational Education Reform 91,Secondary,Karnataka,2017,Rural Students,Proposed,59.24,"EdTech Companies, Universities",0.59,This policy aims to improve learning outcomes in Secondary through public-private partnerships in Karnataka.,Increase reach by 25% in 5 years.,This policy aims to improve learning outcomes in Secondary through public-private partnerships in Karnataka. Goals: Increase reach by 25% in 5 years.
P1285,National Secondary Education Reform 67,Primary,Rajasthan,2017,Urban Students,Pilot,2.07,"State Education Department, Private Partners",0.69,This policy aims to improve teacher quality in Primary through digital device distribution in Rajasthan.,Increase reach by 23% in 2 years.,This policy aims to improve teacher quality in Primary through digital device distribution in Rajasthan. Goals: Increase reach by 23% in 2 years.
P1286,District Early Childhood Education Reform 61,Early Childhood,Karnataka,2016,Disadvantaged Groups,Under Review,0.2,"EdTech Companies, Universities",0.918,This policy aims to improve infrastructure in Early Childhood through grants to schools in Karnataka.,Increase reach by 25% in 4 years.,This policy aims to improve infrastructure in Early Childhood through grants to schools in Karnataka. Goals: Increase reach by 25% in 4 years.
P1287,National Vocational Education Reform 33,Early Childhood,Delhi,2015,Women,Under Review,0.29,"Teachers' Unions, Community Leaders",0.899,This policy aims to improve infrastructure in Early Childhood through digital device distribution in Delhi.,Increase reach by 37% in 1 years.,This policy aims to improve infrastructure in Early Childhood through digital device distribution in Delhi. Goals: Increase reach by 37% in 1 years.
P1288,National Secondary Education Reform 99,Early Childhood,Rajasthan,2015,Disadvantaged Groups,Proposed,15.06,"State Education Department, Private Partners",0.87,This policy aims to improve digital access in Early Childhood through grants to schools in Rajasthan.,Increase reach by 18% in 5 years.,This policy aims to improve digital access in Early Childhood through grants to schools in Rajasthan. Goals: Increase reach by 18% in 5 years.
P1289,District Vocational Education Reform 83,Primary,Tamil Nadu,2015,Urban Students,Under Review,0.89,"Ministry of Education, Local NGOs",0.258,This policy aims to improve teacher quality in Primary through scholarship schemes in Tamil Nadu.,Increase reach by 9% in 5 years.,This policy aims to improve teacher quality in Primary through scholarship schemes in Tamil Nadu. Goals: Increase reach by 9% in 5 years.
P1290,National Higher Education Education Reform 53,Vocational,Gujarat,2025,Urban Students,Pilot,21.35,"Ministry of Education, Local NGOs",0.576,This policy aims to improve vocational skills in Vocational through public-private partnerships in Gujarat.,Increase reach by 9% in 5 years.,This policy aims to improve vocational skills in Vocational through public-private partnerships in Gujarat. Goals: Increase reach by 9% in 5 years.
P1291,National Primary Education Reform 46,Early Childhood,Maharashtra,2019,All,Under Review,1.77,"Central Government, Donors",0.439,This policy aims to improve vocational skills in Early Childhood through grants to schools in Maharashtra.,Increase reach by 35% in 2 years.,This policy aims to improve vocational skills in Early Childhood through grants to schools in Maharashtra. Goals: Increase reach by 35% in 2 years.
P1292,District Secondary Education Reform 18,Vocational,Rajasthan,2019,Disadvantaged Groups,Implemented,74.18,"Teachers' Unions, Community Leaders",0.952,This policy aims to improve learning outcomes in Vocational through scholarship schemes in Rajasthan.,Increase reach by 40% in 2 years.,This policy aims to improve learning outcomes in Vocational through scholarship schemes in Rajasthan. Goals: Increase reach by 40% in 2 years.
P1293,National Primary Education Reform 1,Early Childhood,Punjab,2021,Women,Proposed,36.8,"Teachers' Unions, Community Leaders",0.288,This policy aims to improve vocational skills in Early Childhood through scholarship schemes in Punjab.,Increase reach by 14% in 2 years.,This policy aims to improve vocational skills in Early Childhood through scholarship schemes in Punjab. Goals: Increase reach by 14% in 2 years.
P1294,National Secondary Education Reform 79,Higher Education,Uttar Pradesh,2016,Teachers,Proposed,0.36,"Ministry of Education, Local NGOs",0.359,This policy aims to improve learning outcomes in Higher Education through digital device distribution in Uttar Pradesh.,Increase reach by 11% in 2 years.,This policy aims to improve learning outcomes in Higher Education through digital device distribution in Uttar Pradesh. Goals: Increase reach by 11% in 2 years.
P1295,District Early Childhood Education Reform 63,Higher Education,Kerala,2017,Disadvantaged Groups,Implemented,1.78,"Ministry of Education, Local NGOs",0.901,This policy aims to improve teacher quality in Higher Education through curriculum reform in Kerala.,Increase reach by 33% in 3 years.,This policy aims to improve teacher quality in Higher Education through curriculum reform in Kerala. Goals: Increase reach by 33% in 3 years.
P1296,District Higher Education Education Reform 89,Early Childhood,Tamil Nadu,2024,Women,Under Review,96.69,"State Education Department, Private Partners",0.104,This policy aims to improve infrastructure in Early Childhood through teacher training programs in Tamil Nadu.,Increase reach by 32% in 3 years.,This policy aims to improve infrastructure in Early Childhood through teacher training programs in Tamil Nadu. Goals: Increase reach by 32% in 3 years.
P1297,State Secondary Education Reform 87,Higher Education,Gujarat,2022,Urban Students,Under Review,58.96,"Ministry of Education, Local NGOs",0.256,This policy aims to improve early childhood development in Higher Education through grants to schools in Gujarat.,Increase reach by 22% in 2 years.,This policy aims to improve early childhood development in Higher Education through grants to schools in Gujarat. Goals: Increase reach by 22% in 2 years.
P1298,District Secondary Education Reform 34,Primary,Maharashtra,2015,All,Proposed,0.41,"State Education Department, Private Partners",0.907,This policy aims to improve early childhood development in Primary through digital device distribution in Maharashtra.,Increase reach by 39% in 5 years.,This policy aims to improve early childhood development in Primary through digital device distribution in Maharashtra. Goals: Increase reach by 39% in 5 years.
P1299,State Secondary Education Reform 47,Vocational,Uttar Pradesh,2024,Disadvantaged Groups,Under Review,11.97,"EdTech Companies, Universities",0.181,This policy aims to improve teacher quality in Vocational through scholarship schemes in Uttar Pradesh.,Increase reach by 5% in 2 years.,This policy aims to improve teacher quality in Vocational through scholarship schemes in Uttar Pradesh. Goals: Increase reach by 5% in 2 years.
P1300,District Secondary Education Reform 97,Early Childhood,Tamil Nadu,2022,Teachers,Implemented,16.04,"Central Government, Donors",0.936,This policy aims to improve learning outcomes in Early Childhood through teacher training programs in Tamil Nadu.,Increase reach by 36% in 2 years.,This policy aims to improve learning outcomes in Early Childhood through teacher training programs in Tamil Nadu. Goals: Increase reach by 36% in 2 years.
P1301,National Higher Education Education Reform 48,Secondary,Karnataka,2025,Teachers,Under Review,0.29,"Central Government, Donors",0.885,This policy aims to improve learning outcomes in Secondary through public-private partnerships in Karnataka.,Increase reach by 25% in 1 years.,This policy aims to improve learning outcomes in Secondary through public-private partnerships in Karnataka. Goals: Increase reach by 25% in 1 years.
P1302,District Early Childhood Education Reform 82,Higher Education,Delhi,2024,Women,Implemented,0.36,"Teachers' Unions, Community Leaders",0.623,This policy aims to improve learning outcomes in Higher Education through scholarship schemes in Delhi.,Increase reach by 21% in 4 years.,This policy aims to improve learning outcomes in Higher Education through scholarship schemes in Delhi. Goals: Increase reach by 21% in 4 years.
P1303,National Early Childhood Education Reform 52,Higher Education,Kerala,2022,All,Pilot,2.76,"State Education Department, Private Partners",0.492,This policy aims to improve infrastructure in Higher Education through grants to schools in Kerala.,Increase reach by 37% in 3 years.,This policy aims to improve infrastructure in Higher Education through grants to schools in Kerala. Goals: Increase reach by 37% in 3 years.
P1304,National Secondary Education Reform 24,Secondary,Kerala,2024,Disadvantaged Groups,Proposed,11.22,"Teachers' Unions, Community Leaders",0.741,This policy aims to improve digital access in Secondary through public-private partnerships in Kerala.,Increase reach by 35% in 4 years.,This policy aims to improve digital access in Secondary through public-private partnerships in Kerala. Goals: Increase reach by 35% in 4 years.
P1305,National Early Childhood Education Reform 21,Vocational,Karnataka,2018,Students,Implemented,7.02,"EdTech Companies, Universities",0.135,This policy aims to improve early childhood development in Vocational through teacher training programs in Karnataka.,Increase reach by 8% in 2 years.,This policy aims to improve early childhood development in Vocational through teacher training programs in Karnataka. Goals: Increase reach by 8% in 2 years.
P1306,State Secondary Education Reform 67,Vocational,Punjab,2024,Disadvantaged Groups,Proposed,95.78,"State Education Department, Private Partners",0.5,This policy aims to improve digital access in Vocational through curriculum reform in Punjab.,Increase reach by 15% in 2 years.,This policy aims to improve digital access in Vocational through curriculum reform in Punjab. Goals: Increase reach by 15% in 2 years.
P1307,State Early Childhood Education Reform 19,Early Childhood,Tamil Nadu,2024,Disadvantaged Groups,Under Review,15.86,"Teachers' Unions, Community Leaders",0.921,This policy aims to improve early childhood development in Early Childhood through scholarship schemes in Tamil Nadu.,Increase reach by 9% in 2 years.,This policy aims to improve early childhood development in Early Childhood through scholarship schemes in Tamil Nadu. Goals: Increase reach by 9% in 2 years.
P1308,State Vocational Education Reform 17,Primary,Karnataka,2018,Women,Pilot,14.08,"State Education Department, Private Partners",0.524,This policy aims to improve early childhood development in Primary through scholarship schemes in Karnataka.,Increase reach by 7% in 5 years.,This policy aims to improve early childhood development in Primary through scholarship schemes in Karnataka. Goals: Increase reach by 7% in 5 years.
P1309,District Primary Education Reform 12,Vocational,Tamil Nadu,2024,Women,Proposed,0.31,"Teachers' Unions, Community Leaders",0.879,This policy aims to improve vocational skills in Vocational through scholarship schemes in Tamil Nadu.,Increase reach by 32% in 2 years.,This policy aims to improve vocational skills in Vocational through scholarship schemes in Tamil Nadu. Goals: Increase reach by 32% in 2 years.
P1310,State Vocational Education Reform 45,Early Childhood,Punjab,2016,Urban Students,Implemented,58.17,"State Education Department, Private Partners",0.91,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Punjab.,Increase reach by 39% in 4 years.,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Punjab. Goals: Increase reach by 39% in 4 years.
P1311,State Secondary Education Reform 1,Primary,Punjab,2023,Students,Proposed,0.36,"Teachers' Unions, Community Leaders",0.464,This policy aims to improve learning outcomes in Primary through teacher training programs in Punjab.,Increase reach by 32% in 5 years.,This policy aims to improve learning outcomes in Primary through teacher training programs in Punjab. Goals: Increase reach by 32% in 5 years.
P1312,State Higher Education Education Reform 69,Vocational,Punjab,2020,Women,Under Review,0.4,"Central Government, Donors",0.591,This policy aims to improve early childhood development in Vocational through curriculum reform in Punjab.,Increase reach by 16% in 3 years.,This policy aims to improve early childhood development in Vocational through curriculum reform in Punjab. Goals: Increase reach by 16% in 3 years.
P1313,District Early Childhood Education Reform 62,Higher Education,Delhi,2024,Rural Students,Pilot,17.82,"Ministry of Education, Local NGOs",0.766,This policy aims to improve digital access in Higher Education through public-private partnerships in Delhi.,Increase reach by 15% in 1 years.,This policy aims to improve digital access in Higher Education through public-private partnerships in Delhi. Goals: Increase reach by 15% in 1 years.
P1314,National Early Childhood Education Reform 52,Higher Education,Rajasthan,2024,Disadvantaged Groups,Proposed,10.84,"Ministry of Education, Local NGOs",0.816,This policy aims to improve infrastructure in Higher Education through curriculum reform in Rajasthan.,Increase reach by 32% in 1 years.,This policy aims to improve infrastructure in Higher Education through curriculum reform in Rajasthan. Goals: Increase reach by 32% in 1 years.
P1315,National Higher Education Education Reform 29,Higher Education,Maharashtra,2024,Students,Pilot,0.35,"EdTech Companies, Universities",0.355,This policy aims to improve early childhood development in Higher Education through grants to schools in Maharashtra.,Increase reach by 16% in 4 years.,This policy aims to improve early childhood development in Higher Education through grants to schools in Maharashtra. Goals: Increase reach by 16% in 4 years.
P1316,State Primary Education Reform 26,Early Childhood,Delhi,2018,Students,Implemented,15.11,"Teachers' Unions, Community Leaders",0.313,This policy aims to improve learning outcomes in Early Childhood through teacher training programs in Delhi.,Increase reach by 10% in 3 years.,This policy aims to improve learning outcomes in Early Childhood through teacher training programs in Delhi. Goals: Increase reach by 10% in 3 years.
P1317,State Higher Education Education Reform 86,Vocational,West Bengal,2024,Teachers,Proposed,4.64,"EdTech Companies, Universities",0.353,This policy aims to improve early childhood development in Vocational through scholarship schemes in West Bengal.,Increase reach by 27% in 3 years.,This policy aims to improve early childhood development in Vocational through scholarship schemes in West Bengal. Goals: Increase reach by 27% in 3 years.
P1318,State Secondary Education Reform 78,Secondary,Gujarat,2021,Women,Proposed,34.0,"EdTech Companies, Universities",0.195,This policy aims to improve learning outcomes in Secondary through scholarship schemes in Gujarat.,Increase reach by 23% in 3 years.,This policy aims to improve learning outcomes in Secondary through scholarship schemes in Gujarat. Goals: Increase reach by 23% in 3 years.
P1319,National Early Childhood Education Reform 33,Early Childhood,Punjab,2019,Disadvantaged Groups,Pilot,0.33,"State Education Department, Private Partners",0.774,This policy aims to improve digital access in Early Childhood through public-private partnerships in Punjab.,Increase reach by 34% in 5 years.,This policy aims to improve digital access in Early Childhood through public-private partnerships in Punjab. Goals: Increase reach by 34% in 5 years.
P1320,National Vocational Education Reform 15,Higher Education,Maharashtra,2021,Disadvantaged Groups,Implemented,17.0,"Central Government, Donors",0.95,This policy aims to improve early childhood development in Higher Education through scholarship schemes in Maharashtra.,Increase reach by 5% in 3 years.,This policy aims to improve early childhood development in Higher Education through scholarship schemes in Maharashtra. Goals: Increase reach by 5% in 3 years.
P1321,National Higher Education Education Reform 12,Vocational,Kerala,2016,Women,Implemented,0.23,"State Education Department, Private Partners",0.896,This policy aims to improve teacher quality in Vocational through teacher training programs in Kerala.,Increase reach by 17% in 4 years.,This policy aims to improve teacher quality in Vocational through teacher training programs in Kerala. Goals: Increase reach by 17% in 4 years.
P1322,District Secondary Education Reform 31,Secondary,Delhi,2018,Teachers,Implemented,17.55,"Teachers' Unions, Community Leaders",0.239,This policy aims to improve learning outcomes in Secondary through grants to schools in Delhi.,Increase reach by 10% in 4 years.,This policy aims to improve learning outcomes in Secondary through grants to schools in Delhi. Goals: Increase reach by 10% in 4 years.
P1323,District Primary Education Reform 98,Early Childhood,Karnataka,2022,Rural Students,Under Review,0.46,"EdTech Companies, Universities",0.873,This policy aims to improve digital access in Early Childhood through teacher training programs in Karnataka.,Increase reach by 37% in 3 years.,This policy aims to improve digital access in Early Childhood through teacher training programs in Karnataka. Goals: Increase reach by 37% in 3 years.
P1324,State Secondary Education Reform 97,Early Childhood,Tamil Nadu,2015,Women,Pilot,0.48,"Ministry of Education, Local NGOs",0.547,This policy aims to improve digital access in Early Childhood through public-private partnerships in Tamil Nadu.,Increase reach by 16% in 4 years.,This policy aims to improve digital access in Early Childhood through public-private partnerships in Tamil Nadu. Goals: Increase reach by 16% in 4 years.
P1325,National Early Childhood Education Reform 59,Higher Education,Karnataka,2015,Disadvantaged Groups,Implemented,0.33,"Teachers' Unions, Community Leaders",0.422,This policy aims to improve teacher quality in Higher Education through teacher training programs in Karnataka.,Increase reach by 40% in 3 years.,This policy aims to improve teacher quality in Higher Education through teacher training programs in Karnataka. Goals: Increase reach by 40% in 3 years.
P1326,National Higher Education Education Reform 61,Early Childhood,Kerala,2020,Teachers,Pilot,0.18,"Teachers' Unions, Community Leaders",0.425,This policy aims to improve digital access in Early Childhood through digital device distribution in Kerala.,Increase reach by 33% in 2 years.,This policy aims to improve digital access in Early Childhood through digital device distribution in Kerala. Goals: Increase reach by 33% in 2 years.
P1327,District Secondary Education Reform 74,Secondary,Maharashtra,2019,All,Implemented,0.44,"State Education Department, Private Partners",0.23,This policy aims to improve vocational skills in Secondary through teacher training programs in Maharashtra.,Increase reach by 35% in 1 years.,This policy aims to improve vocational skills in Secondary through teacher training programs in Maharashtra. Goals: Increase reach by 35% in 1 years.
P1328,National Vocational Education Reform 64,Secondary,Rajasthan,2023,Disadvantaged Groups,Under Review,0.22,"EdTech Companies, Universities",0.864,This policy aims to improve learning outcomes in Secondary through curriculum reform in Rajasthan.,Increase reach by 11% in 2 years.,This policy aims to improve learning outcomes in Secondary through curriculum reform in Rajasthan. Goals: Increase reach by 11% in 2 years.
P1329,National Secondary Education Reform 33,Vocational,Maharashtra,2022,Disadvantaged Groups,Under Review,48.88,"EdTech Companies, Universities",0.596,This policy aims to improve teacher quality in Vocational through digital device distribution in Maharashtra.,Increase reach by 6% in 4 years.,This policy aims to improve teacher quality in Vocational through digital device distribution in Maharashtra. Goals: Increase reach by 6% in 4 years.
P1330,National Higher Education Education Reform 87,Early Childhood,Uttar Pradesh,2024,Women,Implemented,48.41,"EdTech Companies, Universities",0.534,This policy aims to improve vocational skills in Early Childhood through curriculum reform in Uttar Pradesh.,Increase reach by 10% in 4 years.,This policy aims to improve vocational skills in Early Childhood through curriculum reform in Uttar Pradesh. Goals: Increase reach by 10% in 4 years.
P1331,District Higher Education Education Reform 60,Secondary,Tamil Nadu,2025,All,Under Review,0.35,"EdTech Companies, Universities",0.46,This policy aims to improve learning outcomes in Secondary through grants to schools in Tamil Nadu.,Increase reach by 15% in 3 years.,This policy aims to improve learning outcomes in Secondary through grants to schools in Tamil Nadu. Goals: Increase reach by 15% in 3 years.
P1332,National Higher Education Education Reform 41,Higher Education,Delhi,2024,Disadvantaged Groups,Pilot,91.02,"Teachers' Unions, Community Leaders",0.766,This policy aims to improve early childhood development in Higher Education through curriculum reform in Delhi.,Increase reach by 31% in 2 years.,This policy aims to improve early childhood development in Higher Education through curriculum reform in Delhi. Goals: Increase reach by 31% in 2 years.
P1333,National Primary Education Reform 17,Secondary,Delhi,2016,Teachers,Implemented,0.14,"Ministry of Education, Local NGOs",0.934,This policy aims to improve digital access in Secondary through scholarship schemes in Delhi.,Increase reach by 8% in 1 years.,This policy aims to improve digital access in Secondary through scholarship schemes in Delhi. Goals: Increase reach by 8% in 1 years.
P1334,State Early Childhood Education Reform 98,Primary,Maharashtra,2019,Women,Implemented,3.45,"Central Government, Donors",0.375,This policy aims to improve infrastructure in Primary through public-private partnerships in Maharashtra.,Increase reach by 23% in 4 years.,This policy aims to improve infrastructure in Primary through public-private partnerships in Maharashtra. Goals: Increase reach by 23% in 4 years.
P1335,District Secondary Education Reform 17,Early Childhood,Tamil Nadu,2015,Students,Under Review,89.14,"Central Government, Donors",0.968,This policy aims to improve early childhood development in Early Childhood through digital device distribution in Tamil Nadu.,Increase reach by 40% in 4 years.,This policy aims to improve early childhood development in Early Childhood through digital device distribution in Tamil Nadu. Goals: Increase reach by 40% in 4 years.
P1336,National Early Childhood Education Reform 23,Early Childhood,Punjab,2022,Disadvantaged Groups,Pilot,92.71,"Central Government, Donors",0.58,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Punjab.,Increase reach by 24% in 3 years.,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Punjab. Goals: Increase reach by 24% in 3 years.
P1337,State Higher Education Education Reform 20,Higher Education,Karnataka,2015,Women,Implemented,42.94,"EdTech Companies, Universities",0.107,This policy aims to improve digital access in Higher Education through curriculum reform in Karnataka.,Increase reach by 24% in 1 years.,This policy aims to improve digital access in Higher Education through curriculum reform in Karnataka. Goals: Increase reach by 24% in 1 years.
